,GDEKT,GDENAME,Latitude,Longitude,co2_m2
385004,AG,Windisch,47.4740629024995,8.21847586452338,32.41276881499605
385005,AG,Windisch,47.4740636907566,8.21814913448733,31.915110509409125
385006,AG,Windisch,47.473505503591,8.21901600150169,28.79198590641361
385007,AG,Windisch,47.4732382851071,8.21874557340389,31.915110509409125
385008,AG,Windisch,47.47315780234,8.21910865860408,31.915110509409125
385009,AG,Windisch,47.4742013583405,8.21904244275749,23.835318660420462
385010,AG,Windisch,47.4738501681677,8.21873729681186,28.79198590641361
385011,AG,Windisch,47.4721309885457,8.2198983270173,32.41276881499605
385012,AG,Windisch,47.4714068829039,8.22075757239459,28.57694733105132
385013,AG,Windisch,47.4712185805491,8.22099111317934,28.57694733105132
385014,AG,Windisch,47.4711362694402,8.2211459426497,28.57694733105132
385015,AG,Windisch,47.4718887037928,8.21668529911445,28.14613683325508
385016,AG,Windisch,47.47131157096,8.22056687566853,29.560155283729767
385017,AG,Windisch,47.4725498745412,8.21921329725015,31.915110509409125
385018,AG,Windisch,47.4723233972965,8.21917560450716,31.915110509409125
385019,AG,Windisch,47.472329501959,8.21894382516158,28.79198590641361
385020,AG,Windisch,47.471703097386,8.21880458710232,28.57694733105132
385021,AG,Windisch,47.4731694071228,8.21831278926112,31.915110509409125
385022,AG,Windisch,47.4726573636781,8.21856785493675,31.915110509409125
385023,AG,Windisch,47.4722513832949,8.21849029808077,31.915110509409125
385024,AG,Windisch,47.4720931023002,8.21809589016152,31.915110509409125
385025,AG,Windisch,47.473073700339,8.21754405624062,29.33859713755873
385026,AG,Windisch,47.4724739546038,8.21745817912051,31.915110509409125
385027,AG,Windisch,47.4729345653364,8.21497310095648,23.5035296976152
385028,AG,Windisch,47.4732962226395,8.21424833285046,25.007734282698745
385029,AG,Windisch,47.4722717684388,8.21469650349864,25.007734282698745
385030,AG,Windisch,47.4718301183565,8.21387987705639,19.603707614304664
385031,AG,Windisch,47.4735279602925,8.21256344388767,29.33859713755873
385032,AG,Windisch,47.4722939305336,8.21177136161254,29.33859713755873
385033,AG,Windisch,47.4719493492716,8.21156201487627,26.467603019876773
385034,AG,Windisch,47.4733460328065,8.21293433706463,26.26992455250224
385123,AG,Windisch,47.4729203808653,8.2126680702332,26.26992455250224
385124,AG,Windisch,47.4716219005903,8.21298840838891,26.467603019876773
385125,AG,Windisch,47.4718781452098,8.21209460983055,26.467603019876773
385126,AG,Windisch,47.470290912081,8.21116069943945,18.176342305942768
385127,AG,Windisch,47.4719984991055,8.20985798281696,32.41276881499605
385128,AG,Windisch,47.4721558395796,8.21045434539921,28.57694733105132
385129,AG,Windisch,47.4725339391125,8.21086685714479,31.915110509409125
385130,AG,Windisch,47.47181905611,8.21079239929269,28.14613683325508
385131,AG,Windisch,47.4715666880276,8.21054330216512,29.796079386773265
385132,AG,Windisch,47.4713154565297,8.21054322686128,29.796079386773265
385133,AG,Windisch,47.4720450701724,8.20905045817702,29.33859713755873
385134,AG,Windisch,47.4714577677709,8.20919149697946,23.835318660420462
385135,AG,Windisch,47.4717530580046,8.20969483011941,28.57694733105132
385136,AG,Windisch,47.471161281328,8.20957301137475,31.915110509409125
385137,AG,Windisch,47.4728804165128,8.20939376805004,27.928966448947413
385138,AG,Windisch,47.4725782043314,8.2095693792872,25.195914898734912
385139,AG,Windisch,47.4727400273383,8.20994004427557,25.195914898734912
385140,AG,Windisch,47.4747826173191,8.21033206561676,28.79198590641361
385141,AG,Windisch,47.4749164244922,8.21069805692083,28.79198590641361
385142,AG,Windisch,47.4747551935121,8.20879083020865,32.41276881499605
385143,AG,Windisch,47.4747765122099,8.2091217314896,32.41276881499605
385144,AG,Windisch,47.4749569906828,8.20926141083004,29.796079386773265
385145,AG,Windisch,47.4748652367118,8.20968320721319,32.41276881499605
385146,AG,Windisch,47.4752470566449,8.2100547425213,32.41276881499605
385147,AG,Windisch,47.4762620106825,8.20975383057726,31.915110509409125
385148,AG,Windisch,47.4761182926872,8.20985592995881,31.915110509409125
385149,AG,Windisch,47.4757721773375,8.20992641336499,28.57694733105132
385150,AG,Windisch,47.4754210678004,8.21032251175926,29.33859713755873
385151,AG,Windisch,47.4759760687978,8.20892704728632,31.915110509409125
385152,AG,Windisch,47.475588647642,8.20902518272039,31.915110509409125
385211,AG,Windisch,47.475450136275,8.20941401703658,18.176342305942768
385212,AG,Windisch,47.4746277516609,8.20973809769354,23.835318660420462
385213,AG,Windisch,47.47466329301,8.20998182072205,32.41276881499605
385214,AG,Windisch,47.4742041484362,8.20942379048643,23.835318660420462
385215,AG,Windisch,47.4740103074869,8.20981315178146,32.41276881499605
385216,AG,Windisch,47.4742166525174,8.21001096662073,32.41276881499605
385217,AG,Windisch,47.4737446081723,8.20921136756798,25.75214740040053
385218,AG,Windisch,47.4734949088489,8.20883914751309,25.75214740040053
385219,AG,Windisch,47.4738524280972,8.20977407764271,31.915110509409125
385220,AG,Windisch,47.4736082166994,8.21034435449683,25.195914898734912
385221,AG,Windisch,47.4770459323687,8.2076108055316,21.911088530219825
385222,AG,Windisch,47.4766726801218,8.20726853257886,31.915110509409125
385223,AG,Windisch,47.4760381234405,8.20623711956668,21.911088530219825
385224,AG,Windisch,47.4763266586832,8.20683185482984,29.796079386773265
385225,AG,Windisch,47.4755298925005,8.20641519960558,31.915110509409125
385226,AG,Windisch,47.4753373261321,8.20653670019398,31.915110509409125
385227,AG,Windisch,47.4765080389119,8.20798743275996,31.915110509409125
385228,AG,Windisch,47.4759605768755,8.20779385434532,31.915110509409125
385229,AG,Windisch,47.4757061065419,8.20809989376329,29.33859713755873
385230,AG,Windisch,47.4751176967879,8.20700367360782,29.33859713755873
385231,AG,Windisch,47.475421135213,8.20818406090382,29.33859713755873
385232,AG,Windisch,47.4745508721294,8.20756146182596,29.33859713755873
385233,AG,Windisch,47.4740991177074,8.20727047226976,28.79198590641361
385234,AG,Windisch,47.4748940648736,8.20749203679586,29.33859713755873
385235,AG,Windisch,47.474815549175,8.20710782857953,29.33859713755873
385236,AG,Windisch,47.4741083393002,8.2079959369244,32.41276881499605
385237,AG,Windisch,47.4739429627689,8.20742401235804,23.835318660420462
385238,AG,Windisch,47.4736773614255,8.20849144910408,21.911088530219825
385239,AG,Windisch,47.4787931392473,8.21048312026417,21.911088530219825
385240,AG,Windisch,47.4786035161289,8.21083568996766,23.835318660420462
385241,AG,Windisch,47.4789444579459,8.21066434269854,28.36446806238157
385302,AG,Windisch,47.4789034972228,8.21133720459433,32.41276881499605
385303,AG,Windisch,47.4791381723615,8.21117913640076,26.467603019876773
385304,AG,Windisch,47.4792576660712,8.21130940459701,21.911088530219825
385305,AG,Windisch,47.4788135662882,8.21207078085055,23.835318660420462
385306,AG,Windisch,47.4791292262692,8.21194125003222,37.20741183162296
385307,AG,Windisch,47.478278279878,8.21149876703862,23.835318660420462
385308,AG,Windisch,47.4781732348893,8.21107816301004,23.835318660420462
385309,AG,Windisch,47.4781344717769,8.21352219219529,23.835318660420462
385310,AG,Windisch,47.4779867593145,8.21357422364321,29.796079386773265
385311,AG,Windisch,47.4779494034974,8.2133366388537,21.911088530219825
385312,AG,Windisch,47.4774537249293,8.21363458682191,23.835318660420462
385313,AG,Windisch,47.4774856016989,8.21380647197292,23.835318660420462
385314,AG,Windisch,47.4776335041922,8.21373279287278,21.911088530219825
385315,AG,Windisch,47.477988315497,8.21425522673354,29.796079386773265
385316,AG,Windisch,47.4786366466703,8.21387695750072,32.41276881499605
385317,AG,Windisch,47.478578245254496,8.21330191905931,23.835318660420462
385318,AG,Windisch,47.4775001058447,8.21477504398309,18.176342305942768
385319,AG,Windisch,47.477359217032,8.21434295859349,23.835318660420462
385320,AG,Windisch,47.4776313520117,8.21299386250868,31.915110509409125
385321,AG,Windisch,47.4778132455164,8.21254997104595,29.33859713755873
385322,AG,Windisch,47.4776043576627,8.21226897896209,31.915110509409125
385323,AG,Windisch,47.4775973769652,8.21224759741756,31.915110509409125
385324,AG,Windisch,47.4770442029847,8.213003812763,29.33859713755873
385325,AG,Windisch,47.4779676877683,8.21278953655103,16.70896248945162
385326,AG,Windisch,47.4778290356894,8.21180339193319,31.915110509409125
385327,AG,Windisch,47.4776276720288,8.21168980734232,29.796079386773265
385328,AG,Windisch,47.4769222339131,8.21219052695092,29.796079386773265
385329,AG,Windisch,47.4780322042804,8.21134617854861,29.796079386773265
385330,AG,Windisch,47.4779240347994,8.21112420403399,19.02683783224979
385331,AG,Windisch,47.4776757126525,8.21067723322519,32.41276881499605
385450,AG,Windisch,47.4772978293854,8.21111304451555,32.41276881499605
385451,AG,Windisch,47.4773223590685,8.21151572961474,21.911088530219825
385452,AG,Windisch,47.4767889857419,8.21190988388377,31.915110509409125
385453,AG,Windisch,47.4765530231386,8.21210296029243,29.796079386773265
385454,AG,Windisch,47.4760497637071,8.21167135723586,23.67317129560425
385455,AG,Windisch,47.4776959181859,8.21018411731403,23.835318660420462
385456,AG,Windisch,47.4770640332293,8.21123238141835,32.41276881499605
385457,AG,Windisch,47.480303063348,8.21166421985023,25.87389347393997
385458,AG,Windisch,47.4826546110241,8.21783948685252,28.14613683325508
385459,AG,Windisch,47.4827635474391,8.21890322578187,19.02683783224979
385460,AG,Windisch,47.4819706161296,8.22087404658071,22.81190154640312
385461,AG,Windisch,47.4769086106864,8.21390455923113,32.41276881499605
385462,AG,Windisch,47.4661536129977,8.22603101322602,32.41276881499605
385463,AG,Windisch,47.4817111001148,8.22458917545831,7.003565084105158
385464,AG,Windisch,47.4783317111509,8.21825566054548,23.835318660420462
385465,AG,Windisch,47.4822846443081,8.23305743474459,19.689251190780176
385466,AG,Windisch,47.4750781223547,8.213910077443,18.176342305942768
388513,AG,Windisch,47.4828408185541,8.22719602792395,21.911088530219825
388514,AG,Windisch,47.4830273046653,8.22746860154302,19.02683783224979
388515,AG,Windisch,47.483041037042,8.22842815319497,21.911088530219825
388516,AG,Windisch,47.4830244611212,8.22805873127033,29.796079386773265
388517,AG,Windisch,47.4822866366866,8.22553428238726,32.41276881499605
388518,AG,Windisch,47.4812802697759,8.22363566271948,21.911088530219825
388519,AG,Windisch,47.4807621820101,8.22293638885436,19.276591114544804
388520,AG,Windisch,47.4825927544731,8.22662505893206,23.835318660420462
388521,AG,Windisch,47.4822090391974,8.22730221661627,23.835318660420462
388522,AG,Windisch,47.4823965710698,8.22714262120685,21.734505242286463
388523,AG,Windisch,47.4845318717032,8.23531926950142,20.858327122840283
388524,AG,Windisch,47.4837999776588,8.22908689208528,32.41276881499605
388525,AG,Windisch,47.4842024603761,8.23123538400285,29.432212977694302
388526,AG,Windisch,47.4841527634268,8.23186627932587,26.26992455250224
388527,AG,Windisch,47.4825751756207,8.22955031758501,23.835318660420462
388528,AG,Windisch,47.481890621709,8.22793414742449,28.57694733105132
388646,AG,Windisch,47.4819009601141,8.22805364619281,26.26992455250224
388647,AG,Windisch,47.4822416086834,8.22845276130746,28.57694733105132
388648,AG,Windisch,47.4815898464885,8.22911188198218,23.835318660420462
388649,AG,Windisch,47.4841916321619,8.22614944220392,29.796079386773265
388650,AG,Windisch,47.4845239580093,8.22858029033648,18.176342305942768
388651,AG,Windisch,47.4839673362762,8.22855443260883,25.195914898734912
388652,AG,Windisch,47.4836706001702,8.22867073015466,25.195914898734912
388653,AG,Windisch,47.4838919804736,8.22645935048095,28.79198590641361
388654,AG,Windisch,47.4837152122291,8.22660231435289,28.79198590641361
388655,AG,Windisch,47.4833689039629,8.22707755282423,26.467603019876773
388656,AG,Windisch,47.4839869806064,8.22691114274602,28.79198590641361
388657,AG,Windisch,47.4840764985421,8.22739768523918,25.195914898734912
388658,AG,Windisch,47.484520444378,8.2228488432916,31.915110509409125
388659,AG,Windisch,47.4846381270347,8.22271069968123,31.915110509409125
388660,AG,Windisch,47.4834339108119,8.22429010567589,32.41276881499605
388661,AG,Windisch,47.4835668439303,8.22253626364186,28.79198590641361
388662,AG,Windisch,47.4838877502793,8.22584745236351,28.57694733105132
388663,AG,Windisch,47.4841650344407,8.22550927962873,23.835318660420462
388664,AG,Windisch,47.4841137114379,8.22523936869998,31.915110509409125
388665,AG,Windisch,47.4838348014695,8.22492989864321,31.915110509409125
388666,AG,Windisch,47.4840040266457,8.22473845381594,31.915110509409125
388667,AG,Windisch,47.4838394708411,8.2244394728151,31.915110509409125
388668,AG,Windisch,47.4839398691077,8.22394585563607,31.915110509409125
388669,AG,Windisch,47.484574623038,8.22441759614302,31.915110509409125
388670,AG,Windisch,47.4847129192687,8.22365797716081,31.915110509409125
388671,AG,Windisch,47.4808939739801,8.22111556010584,18.743242334795383
388672,AG,Windisch,47.4807190607334,8.22118996704091,18.743242334795383
388673,AG,Windisch,47.4804249536961,8.22030702212136,18.743242334795383
388674,AG,Windisch,47.4805163851529,8.22073274312306,24.149148192756645
388675,AG,Windisch,47.4798075090635,8.21912795014752,23.835318660420462
388676,AG,Windisch,47.4799439978484,8.22010690221363,21.911088530219825
388768,AG,Windisch,47.4797922209007,8.21993577886419,29.33859713755873
388769,AG,Windisch,47.4801741757358,8.22112006091006,21.911088530219825
388770,AG,Windisch,47.4799860731452,8.22189998359256,23.68039132960165
388771,AG,Windisch,47.4793317234253,8.22037316775523,29.796079386773265
388772,AG,Windisch,47.4791743905612,8.22048547250032,32.41276881499605
388773,AG,Windisch,47.4803064237831,8.22264862461219,29.796079386773265
388774,AG,Windisch,47.4804119733738,8.22302042516376,31.915110509409125
388775,AG,Windisch,47.4802086535504,8.22308036934778,32.41276881499605
388776,AG,Windisch,47.478981331896,8.22328068229403,23.835318660420462
388777,AG,Windisch,47.4786534006657,8.2206010564823,24.815241007252776
388778,AG,Windisch,47.4790028303496,8.22095699023822,32.41276881499605
388779,AG,Windisch,47.4787897170213,8.22200522855232,28.79198590641361
388780,AG,Windisch,47.4783826006474,8.21736565452009,27.928966448947413
388781,AG,Windisch,47.4779981614533,8.21983044715468,32.41276881499605
388782,AG,Windisch,47.478729519728,8.21648847818409,21.911088530219825
388783,AG,Windisch,47.4787294884142,8.2173294433511,19.02683783224979
388784,AG,Windisch,47.4787179773711,8.21751237499087,29.796079386773265
388785,AG,Windisch,47.47871,8.218945,28.36446806238157
388786,AG,Windisch,47.4786757868015,8.21931098222626,26.52022215066792
388787,AG,Windisch,47.4765849463503,8.2178677989123,29.33859713755873
388788,AG,Windisch,47.477243860292,8.21812142352422,26.467603019876773
388789,AG,Windisch,47.4778607204174,8.21887102012509,21.734505242286463
388790,AG,Windisch,47.4777029552984,8.21895024544462,29.796079386773265
388791,AG,Windisch,47.4765986257557,8.21725699122535,29.33859713755873
388792,AG,Windisch,47.4771964582922,8.21857574003381,16.70896248945162
388793,AG,Windisch,47.4769542910952,8.2194207171703,21.911088530219825
388794,AG,Windisch,47.4768104734578,8.21963098024512,21.911088530219825
388795,AG,Windisch,47.4768575190731,8.21989022539105,29.796079386773265
388796,AG,Windisch,47.4775087679188,8.21907540999079,28.79198590641361
388797,AG,Windisch,47.4769633679398,8.21866657068478,23.835318660420462
388798,AG,Windisch,47.4772431238649,8.2202772006323,23.835318660420462
388860,AG,Windisch,47.4783150496181,8.2212386351294,32.41276881499605
388861,AG,Windisch,47.4783599486527,8.22058648891693,19.02683783224979
388862,AG,Windisch,47.4747347077488,8.22050903844845,31.915110509409125
388863,AG,Windisch,47.474389333311,8.22057663596323,31.915110509409125
388864,AG,Windisch,47.4767907682371,8.22066742933932,29.796079386773265
388865,AG,Windisch,47.4765582299992,8.22073485593388,31.915110509409125
388866,AG,Windisch,47.475077485197,8.22098165696714,25.75214740040053
388867,AG,Windisch,47.4747078210898,8.22102862404636,25.75214740040053
388868,AG,Windisch,47.4745432177931,8.22014386098999,17.026984904974245
388869,AG,Windisch,47.4751953899828,8.21973926467242,31.915110509409125
388870,AG,Windisch,47.476685913193,8.22046606606138,31.915110509409125
388871,AG,Windisch,47.4766172474532,8.21997344862503,28.79198590641361
388872,AG,Windisch,47.4756760482996,8.21884733489964,28.57694733105132
388873,AG,Windisch,47.474978371362496,8.21991542560811,34.679410673082174
388874,AG,Windisch,47.4750591050544,8.22135359803999,28.57694733105132
388875,AG,Windisch,47.475638240968,8.2210217398995,23.835318660420462
388876,AG,Windisch,47.4760262280538,8.22107570747644,29.33859713755873
388877,AG,Windisch,47.4762815031639,8.22111760208761,28.57694733105132
388878,AG,Windisch,47.4768187142142,8.22085910591041,21.911088530219825
388879,AG,Windisch,47.4753380763001,8.22171132820329,28.57694733105132
388880,AG,Windisch,47.4772090232336,8.22255914492464,28.57694733105132
388881,AG,Windisch,47.4769406481291,8.2225763917485,28.57694733105132
388882,AG,Windisch,47.476871717982,8.22233547444446,18.176342305942768
388883,AG,Windisch,47.4766247094722,8.22216861730583,31.915110509409125
388884,AG,Windisch,47.4767007101111,8.22295533516344,25.75214740040053
388885,AG,Windisch,47.4767453984267,8.22366871953024,25.75214740040053
388886,AG,Windisch,47.4775968176335,8.22283003613662,25.75214740040053
388887,AG,Windisch,47.4779109542988,8.22337461768556,29.796079386773265
388888,AG,Windisch,47.4785028406624,8.22266162819179,23.835318660420462
388889,AG,Windisch,47.4782765338537,8.22303854115606,23.835318660420462
388979,AG,Windisch,47.4760388916737,8.22334299253923,26.467603019876773
388980,AG,Windisch,47.4761494659086,8.21483337960595,29.796079386773265
388981,AG,Windisch,47.4757013483108,8.21440637835928,32.41276881499605
388982,AG,Windisch,47.4755384637254,8.21429568413104,32.41276881499605
388983,AG,Windisch,47.4753159675545,8.21400721568345,32.41276881499605
388984,AG,Windisch,47.4753233333648,8.21459532556734,31.915110509409125
388985,AG,Windisch,47.4754633628288,8.21499848845435,26.467603019876773
388986,AG,Windisch,47.4756947535994,8.21554545488102,29.796079386773265
